table_id;x_axis_rc_code;y_axis_rc_code
D_05.00;80;G46_74
F_18.00;121;231
J_03.00;10;640
C_13.01;840;580
F_14.00;60;200
D_05.00;100;N82_19
J_05.00;40;300
C_80.00;110;190
C_16.00;100;70
J_04.00;120;630
C_75.01;100;2310
C_91.00;20;120
D_08.00;240;110
C_13.01;730;600
C_73.00;20;913
D_05.00;80;C25_5
D_09.01;30;130
C_16.00;60;10
C_82.00;10;50
C_118.00;130;x414_AT
D_08.00;80;150
C_13.01;240;640
C_75.01;70;2720
C_34.03;20;230
C_80.00;120;290
C_13.01;80;500
C_118.00;130;x414_BG
C_74.00;40;341
D_05.00;40;G46_9
C_118.00;160;x417_NC
F_23.03;40;130
F_08.01;30;10
C_75.01;100;630
C_114.00;170;x414_BG
C_75.01;20;2410
C_118.00;201;x419_ES
J_02.00;130;540
F_16.05;20;70
C_80.00;100;140
D_05.00;50;L68
C_13.01;260;530
F_18.00;70;550
F_11.04;30;100
J_07.00;310;640
C_34.01;80;40
F_23.03;40;60
D_05.00;120;O84_25
D_07.00;80;270
C_22.00;60;160
D_05.00;80;N77_34
C_110.03;60;NULL
D_05.00;70;R91_01
C_13.01;130;500
C_80.00;30;490
C_114.00;205;x418_CL
C_75.01;70;1180
C_75.01;90;2200
J_02.00;150;190
F_23.03;40;150
C_66.01;25;140
C_05.01;20;443
D_05.00;50;S94_2
C_118.00;190;x418_CZ
C_75.01;70;930
C_22.00;60;470
D_05.00;20;Q88_1
J_03.00;140;30
D_09.01;110;40
C_75.01;40;360
C_07.00;230;60
D_05.00;30;C24_44
C_114.00;199;x414_HR
F_23.03;170;30
C_73.00;30;890
C_74.00;110;333
C_114.00;180;x415_MY
C_118.00;150;x415_AR
C_34.03;20;30
C_34.02;120;120
C_74.00;110;321
C_114.00;170;x414_PL
D_05.00;110;F43_31
F_26.00;20;130
F_18.00;140;923
R_06.01;60;20
C_18.00;20;200
D_05.00;80;J58_13
R_04.01;10;0140_0140
C_114.00;190;x415_SA
C_75.01;90;1270
C_13.01;270;540
F_23.05;90;220
C_10.01;50;90
D_05.00;40;G46_32
C_73.00;50;203
C_13.01;70;610
D_05.00;110;F42_21
C_118.00;180;x415_CL
C_13.01;310;480
C_118.00;160;x418_AE
C_32.02;80;150
C_80.00;10;90
C_13.01;330;530
C_118.00;190;x416_AR
D_07.00;40;470
C_75.01;40;2740
C_22.00;70;310
C_14.00;232;NULL
F_23.03;130;20
C_75.01;90;230
C_118.00;190;x418_AR
C_80.00;100;460
F_18.00;90;530
C_16.00;40;60
C_13.01;650;550
C_22.00;70;70
F_32.01;70;70
J_03.00;120;640
C_75.01;40;1430
F_23.03;130;180
C_13.01;900;660
C_101.00;110;NULL
C_13.01;840;570
C_13.01;300;650
C_91.00;160;130
C_13.01;20;360
C_75.01;20;2670
C_114.00;204;x415_SA
C_114.00;180;x414_HU
D_05.00;70;G46_18
F_18.00;122;933
C_114.00;150;x418_IT
C_13.01;150;251
C_13.01;310;570
D_05.00;100;C18_13
C_84.00;20;160
C_75.01;40;620
C_13.01;290;570
C_73.00;30;610
C_91.00;150;130
C_13.01;880;630
R_12.00;10;10
F_18.00;102;490
D_05.00;70;P85_42
D_05.00;50;G47_78
C_84.00;40;190
F_18.00;192;440
J_02.00;140;220
C_22.00;60;60
D_05.00;30;G47_64
C_82.00;90;250
F_23.03;160;120
C_34.02;80;60
D_05.00;90;F42_99
D_05.00;110;C20_16
C_07.00;170;120
F_12.01;20;680
C_80.00;90;300
C_16.00;60;80
C_118.00;207;x414_CH
F_11.02;21;250
C_40.00;130;90
C_75.01;100;40
D_05.00;100;J58_14
C_32.02;140;170
C_75.01;40;410
C_80.00;100;1000
C_73.00;20;1130
C_73.00;50;1020
C_34.05;150;160
C_114.00;160;x417_CI
C_74.00;150;315
C_32.02;270;170
C_13.01;170;256
D_05.00;110;A1_13
C_120.04;120;x10_x1286_x876_x16_x775
F_18.00;143;221
F_18.00;910;550
C_34.05;80;90
C_13.01;290;480
J_03.00;130;270
C_118.00;209;x416_AR
D_05.00;70;G47_79
C_16.00;60;70
C_75.01;40;830
D_05.00;50;S96_01
D_05.00;50;N82_91
C_13.01;840;540
D_05.00;60;G46_74
C_13.01;320;480
C_34.05;150;30
C_74.00;20;410
J_06.00;290;490
C_74.00;120;333
C_118.00;190;x415_SN
D_05.00;20;G46_76
D_05.00;130;C33_12
C_75.01;40;900
D_05.00;140;D35_14
C_22.00;80;90
C_103.00;60;NULL
D_03.01;60;C33_14_x87
D_05.00;60;H49_2
C_32.01;40;142
C_07.00;110;180
F_32.01;90;20
C_34.05;50;130
F_12.00;90;490
F_18.00;143;214
C_75.01;20;30
C_73.00;30;150
C_13.01;845;250
C_07.00;240;120
C_75.01;80;940
C_07.00;140;180
C_75.01;100;460
F_41.02;20;40
C_120.02;100;x69_x49_x25
C_07.00;50;190
D_05.00;110;G46_6
C_17.01;90;936
C_106.01;100;x574
C_07.00;30;130
C_05.01;40;90
J_04.00;100;610
C_118.00;170;x417_BJ
J_05.00;290;60
D_05.00;90;C26_3
C_120.04;130;x101_x1286_x876_x16_x775
C_29.00;90;NULL
C_80.00;20;90
C_118.00;203;x414_SK
C_114.00;207;x415_MZ
C_118.00;208;x416_AR
C_75.01;100;2180
C_114.00;206;x415_MY
C_34.05;60;190
C_118.00;150;x414_SK
C_114.00;205;x415_TW
D_05.00;30;A1_49
J_09.00;30;10
C_118.00;190;x419_ES
D_05.00;50;F41
J_02.00;140;490
C_13.01;660;600
C_16.00;110;60
F_18.00;107;380
C_73.00;60;1400
C_73.00;20;530
D_05.00;50;J62_03
F_23.01;50;180
F_09.01.1;130;170
C_24.00;110;70
D_07.00;20;440
D_05.00;100;G47_77
J_06.00;300;640
J_02.00;150;60
F_18.00;57;215
J_03.00;30;630
J_05.00;310;610
C_09.04;30;80
D_09.01;20;180
C_75.01;20;1310
C_114.00;170;x415_SD
P_01.03;50;35
D_05.00;30;P85_2
D_05.00;70;R91_02
C_114.00;204;x416_MZ
J_06.00;300;610
D_05.00;30;C18_12
C_118.00;208;x418_FR
C_14.00;302;NULL
D_09.01;160;50
C_07.00;230;300
C_13.01;695;130
C_118.00;206;x414_HU
C_118.00;206;x419_DE
C_13.01;310;670
J_02.00;140;110
C_13.01;270;620
F_23.05;50;230
D_05.00;60;C17_21
C_80.00;40;680
C_13.01;30;320
J_02.00;30;580
C_17.01;100;730
R_06.01;30;10
C_17.02;150;NULL
F_18.00;121;226
C_118.00;190;x415_TN
C_73.00;20;1350
C_13.01;270;670
C_75.01;70;150
C_114.00;208;x416_MZ
D_05.00;20;N81_1
F_18.00;109;223
C_118.00;206;x415_AM
D_05.00;40;P85_2
C_80.00;20;350
D_05.00;50;P85_59
C_73.00;30;190
M_02.00;30;460
C_17.01;90;410
C_07.00;160;100
C_114.00;150;x415_DO
D_05.00;20;C33_12
C_82.00;20;50
C_114.00;204;x415_PH
C_114.00;170;x415_BJ
D_05.00;100;G46_34
C_114.00;170;x415_KZ
C_35.03;30;160
C_118.00;170;x417_ID
C_13.01;160;430
C_28.00;180;NULL
C_13.01;910;640
F_25.01;100;80
C_74.00;50;180
C_05.02;30;100
F_18.00;143;212
C_07.00;110;120
C_80.00;110;440
C_106.01;120;x612
C_43.00;40;30
C_13.01;170;330
C_13.01;10;371
D_05.00;140;C28_99
J_06.00;50;640
J_04.00;90;590
C_34.05;60;160
C_07.00;100;190
C_80.00;100;10
J_02.00;140;240
C_34.02;70;40
F_18.00;102;380
C_40.00;130;410
C_80.00;90;420
C_34.02;10;20
C_34.03;70;200
C_106.01;120;x484
C_91.00;90;120
C_75.01;100;1860
D_05.00;130;G46_15
D_05.00;50;C26_3
C_80.00;40;710
C_66.01;10;500
F_23.03;140;160
C_66.01;25;450
D_05.00;140;G46_38
D_05.00;130;H53_1
C_14.00;77;NULL
C_17.01;90;360
D_09.01;50;150
C_66.01;25;550
C_34.02;140;10
D_05.00;60;C10_11
C_91.00;50;130
F_46.00;30;180
J_02.00;130;390
D_05.00;90;C13_93
M_02.00;30;450
D_07.00;30;460
C_07.00;100;290
C_74.00;130;70
J_07.00;310;410
C_114.00;170;x417_KZ
C_13.01;160;650
J_02.00;140;10
C_74.00;130;240
F_12.00;40;10
C_73.00;20;430
C_118.00;205;x418_AR
F_11.02;20;100
F_46.00;70;90
D_05.00;90;G46_73
C_34.05;170;170
C_40.00;70;240
C_13.01;130;590
F_04.10;30;10
C_114.00;204;x414_SI
F_46.00;110;150
F_08.01;30;40
F_23.03;130;170
C_75.01;70;2520
J_04.00;50;610
C_07.00;240;20
D_05.00;80;G46_9
D_05.00;100;F43_12
C_106.01;100;x619
C_118.00;206;x415_IL
C_118.00;190;x417_TN
F_08.01;40;30
C_118.00;190;x414_AT
C_74.00;160;331
D_09.01;60;190
C_13.01;10;330
C_103.00;130;NULL
F_35.00;80;30
C_75.01;40;1700
F_23.02;130;410
C_17.01;90;914
D_05.00;120;C10_12
F_35.00;10;20
J_02.00;10;460
C_13.01;140;610
C_80.00;120;990
D_05.00;110;A3_1
F_09.01.1;130;240
C_08.01;20;40
D_05.00;50;N82_2
D_05.00;40;G46_73
J_02.00;130;90
D_05.00;80;F42_22
C_114.00;209;x415_PH
C_34.05;60;30
C_118.00;180;x417_DO
C_13.01;90;670
C_80.00;100;310
C_80.00;30;530
D_07.00;140;390
C_13.01;40;300
C_118.00;170;x416_CL
C_118.00;150;x416_IR
C_13.01;860;590
F_18.00;143;933
D_05.00;60;A1_43
D_05.00;70;G46_16
C_74.00;160;550
C_101.00;70;NULL
D_07.00;70;470
C_114.00;170;x416_NC
C_80.00;120;580
D_05.00;50;G47_76
D_05.00;130;G46_73
C_114.00;160;x417_CY
F_23.05;70;220
F_18.00;170;450
C_13.01;840;520
D_05.00;40;C11_05
D_05.00;110;C10_82
C_32.02;250;200
C_13.01;750;460
C_07.00;211;80
C_118.00;202;x414_SK
F_18.00;951;227
C_17.01;90;710
C_66.01;200;740
C_07.00;80;160
D_05.00;40;G46_16
F_23.02;120;370
C_74.00;80;430
C_118.00;160;x416_BJ
D_05.00;140;C20_59
C_24.00;90;110
C_34.02;60;50
C_13.01;150;131
C_08.01;30;50
C_73.00;30;1040
C_118.00;190;x418_AM
C_73.00;30;1180
C_118.00;170;x416_MC
D_05.00;60;G46_38
C_75.01;70;1450
C_114.00;206;x418_CN
C_16.00;90;50
C_114.00;170;x417_VE
C_73.00;30;480
C_07.00;90;310
F_11.04;50;50
C_74.00;130;430
C_73.00;30;1370
C_32.04;10;NULL
F_35.00;140;20
C_80.00;30;170
C_114.00;203;x414_TR
C_07.00;211;283
D_05.00;30;C20_16
C_29.00;290;NULL
J_08.00;10;240
C_75.01;90;2720
M_05.00;120;x279_x629
D_05.00;80;G46_47
D_05.00;80;G46_12
D_05.00;140;D35_12
C_118.00;180;x415_MU
C_75.01;90;1910
C_73.00;30;520
D_05.00;140;F43_34
F_05.01;20;110
C_34.05;50;190
C_114.00;205;x418_x1
C_74.00;60;70
C_114.00;150;x415_BH
C_75.01;80;1300
D_05.00;30;J59_14
C_114.00;170;x415_GR
C_13.01;130;600
C_114.00;190;x418_CL
C_40.00;130;230
C_118.00;209;x414_x33
C_14.01;350;NULL
C_07.00;110;170
D_05.00;120;F43_1
C_74.00;130;273
D_05.00;140;G47_75
D_05.00;30;Q88_9
C_13.01;240;610
F_18.00;140;226
C_34.02;140;140
F_46.00;80;180
C_21.00;30;110
C_114.00;150;x417_MU
C_75.01;80;80
F_23.03;120;30
C_114.00;209;x416_MZ
C_21.00;50;10
C_75.01;20;1810
C_80.00;40;1080
C_13.01;900;530
J_09.00;10;290
C_22.00;70;25
J_03.00;150;10
C_09.04;20;55
D_05.00;30;G47_61
D_07.00;140;230
J_09.00;20;30
C_13.01;660;530
D_05.00;100;G47_79
C_118.00;170;x415_GR
C_17.01;100;40
C_75.01;40;2090
J_02.00;150;30
F_18.00;197;440
F_04.03.1;50;20
C_13.01;20;420
C_80.00;20;160
F_05.01;20;120
C_74.00;110;265
D_05.00;40;C29_31
D_09.01;30;50
D_05.00;20;G46_69
F_18.00;196;510
F_25.01;120;100
C_114.00;160;x415_AM
C_73.00;30;100
F_46.00;100;120
R_12.00;100;30
D_05.00;50;A1_41
C_114.00;199;x414_PL
C_24.00;70;110
C_84.00;30;80
D_05.00;50;C25_5
D_05.00;130;G47_77
D_05.00;50;G46_7
F_18.00;910;923
C_102.00;132;NULL
C_13.01;870;250
C_118.00;150;x416_GH
D_09.01;40;180
C_75.01;80;1060
C_18.00;70;160
C_106.01;120;x482
C_13.01;140;540
C_73.00;20;590
C_34.01;20;50
F_46.00;70;200
D_05.00;50;C32_5
C_80.00;10;360
D_05.00;70;S94_12
C_66.01;210;730
D_05.00;100;C25_93
C_13.01;880;590
F_08.01;30;20
R_04.01;40;0410_0410
D_05.00;110;G46_66
R_04.01;20;0130_0130
C_118.00;207;x418_ES
C_80.00;20;260
C_24.00;180;30
F_11.01;40;530
C_66.01;10;257
C_114.00;160;x418_ES
C_74.00;40;30
D_05.00;80;F41
J_06.00;280;640
J_06.00;290;600
C_74.00;130;110
C_118.00;130;x414_SI
F_08.01;20;30
C_07.00;120;240
C_75.01;80;2560
C_22.00;90;270
C_17.02;181;NULL
F_46.00;90;150
D_05.00;70;I55_3
D_07.00;20;470
C_114.00;180;x416_TN
C_23.00;30;110
C_114.00;205;x414_HR
D_07.00;50;490
J_02.00;110;630
C_118.00;170;x416_AR
D_05.00;100;G46_43
C_80.00;110;800
C_13.01;160;210
C_74.00;160;283
C_74.00;40;50
D_09.02;120;60
C_17.01;90;912
C_118.00;170;x418_NZ
D_05.00;110;C25_62
C_120.02;100;x71_x48_x25
D_05.00;50;C24_44
C_66.01;10;251
D_05.00;110;M73_2
J_02.00;150;300
C_114.00;206;x418_AU
C_34.02;10;10
C_118.00;208;x414_BG
C_07.00;150;100
C_73.00;20;207
C_114.00;206;x417_MZ
R_02.01;100;10
C_13.01;650;530
C_114.00;130;x415_SD
D_05.00;110;F43_9
D_05.00;40;R91_01
D_05.00;90;G46_9
F_32.02;50;240
C_75.01;60;1100
D_05.00;100;F43_3
C_75.01;20;2360
C_114.00;130;x415_SA
J_06.00;60;390
F_23.01;40;90
C_80.00;110;360
C_35.03;30;30
C_114.00;190;x418_FR
F_18.00;122;227
C_13.01;290;670
D_05.00;60;C10_12
F_10.00;40;120
D_05.00;140;L68_31
C_74.00;150;297
C_24.00;70;20
F_18.00;142;222
C_120.04;190;x102_x1286_x1284_x16_x822
C_106.01;100;x492
C_16.00;60;40
D_07.00;40;350
F_18.00;106;340
C_13.01;880;560
J_03.00;140;50
C_34.02;190;140
C_118.00;206;x418_BE
J_02.00;10;280
J_02.00;100;610
C_80.00;90;1040
J_02.00;140;20
F_13.02.1;40;10
D_05.00;130;C26_51
J_03.00;150;120
C_75.01;90;1210
D_05.00;110;G47_75
C_75.01;20;1450
D_05.00;30;C22_23
D_05.00;30;G46_63
J_05.00;310;570
C_80.00;100;650
C_118.00;170;x414_x33
F_46.00;85;70
C_13.01;30;530
F_18.00;122;360
C_17.01;90;470
C_73.00;30;900
D_05.00;90;E37
C_24.00;90;20
F_18.00;107;550
C_17.01;100;310
C_84.00;40;200
C_114.00;205;x414_PL
F_46.00;40;100
C_75.01;90;1820
C_13.01;20;390
C_34.05;90;40
C_32.02;10;80
C_114.00;170;x418_CZ
C_32.02;10;210
D_05.00;30;G47_75
D_09.02;200;40
C_05.01;40;65
C_08.02;160;NULL
C_73.00;20;40
C_74.00;130;170
J_03.00;120;580
F_09.01.1;130;160
C_114.00;170;x414_SI
C_114.00;207;x415_IL
C_32.02;230;160
C_75.01;100;180
C_13.01;60;630
C_118.00;170;x417_GH
C_74.00;110;190
F_32.01;55;100
C_66.01;10;115
C_13.01;730;560
C_120.01;120;x504
C_73.00;50;1075
C_118.00;160;x419_NO
J_02.00;80;570
C_18.00;30;325
C_13.01;250;560
F_32.04;50;160
C_75.01;80;2010
C_24.00;140;20
C_28.00;70;NULL
J_05.00;280;170
J_05.00;60;170
J_07.00;40;290
D_05.00;50;D35_12
C_73.00;20;20
M_05.00;100;x279_x629
C_75.01;100;2270
C_118.00;207;x418_IN
F_15.00;80;126
C_118.00;130;x414_SE
C_80.00;90;570
D_05.00;100;Q87_2
J_07.00;290;290
D_05.00;30;C10_71
D_08.00;220;110
D_07.00;150;400
F_08.01;37;390
J_02.00;120;630
D_05.00;90;G46_76
D_07.00;100;270
J_07.00;60;380
D_05.00;110;G47_64
D_07.00;20;390
C_118.00;190;x416_AM
C_32.02;170;40
C_75.01;60;2400
J_07.00;290;570
C_73.00;20;650
D_05.00;30;H53_2
D_05.00;30;K64_3
F_10.00;40;80
C_74.00;80;339
D_07.00;90;440
C_120.04;150;x10_x1286_x876_x15_x777
C_103.00;100;NULL
C_73.00;20;1360
C_34.05;20;40
C_81.00;70;380
C_22.00;80;130
D_05.00;50;M71_12
C_07.00;120;220
C_32.02;110;80
D_08.00;80;130
M_03.00;20;430
J_05.00;60;340
D_05.00;50;J59_11
C_75.01;70;2360
C_05.02;50;100
J_06.00;40;370
D_09.02;270;60
D_05.00;70;C32_99
F_23.02;40;220
C_32.02;200;150
C_114.00;180;x417_CL
D_05.00;60;G46_77
C_75.01;70;1140
C_07.00;70;170
C_118.00;160;x418_IN
D_05.00;100;C10_51
C_32.02;140;40
F_46.00;10;130
C_07.00;140;220
C_32.02;160;160
D_05.00;80;C25_94
D_07.00;70;250
D_03.01;70;B5_10_x90
D_05.00;50;I55_1
J_07.00;310;350
C_13.01;150;550
C_75.01;100;1990
C_13.01;250;450
C_08.01;220;170
C_114.00;190;x417_GG
F_20.05;22;20
D_07.00;120;350
C_75.01;20;900
C_75.01;90;1310
D_05.00;90;C10_85
F_09.02;10;50
C_13.01;120;580
C_114.00;202;x414_RO
C_114.00;160;x415_IL
C_21.00;20;130
C_115.00;162;NULL
C_22.00;60;50
D_05.00;30;C29_1
F_18.00;140;215
C_75.01;20;470
C_75.01;80;2180
C_75.01;20;2780
C_17.01;100;840
D_07.00;130;400
C_75.01;20;360
C_22.00;100;470
F_12.00;100;480
C_07.00;30;100
D_05.00;130;G47_19
J_02.00;20;550
D_05.00;50;N79_9
D_05.00;70;G47_3
C_114.00;190;x416_CL
C_73.00;20;204
F_18.00;910;370
J_04.00;140;10
C_120.02;100;x69_x49_x26
C_120.04;150;x99_x1286_x1284_x16_x822
C_07.00;90;320
C_16.00;80;20
C_75.01;90;2300
C_114.00;208;x414_SI
D_05.00;130;H49_32
D_07.00;80;450
D_05.00;100;C11_05
J_04.00;20;590
C_75.01;80;2370
C_34.05;130;160
C_13.01;60;650
C_13.01;730;660
J_04.00;50;620
C_118.00;180;x416_GR
C_118.00;170;x418_FR
C_66.01;25;1091
D_05.00;30;J58_11
D_05.00;100;A1_41
C_05.02;60;40
D_07.00;80;390
F_11.01;40;330
C_75.01;40;2220
D_05.00;60;L68
C_07.00;50;240
C_114.00;180;x418_BE
C_75.01;70;1630
C_13.01;10;640
C_07.00;120;210
D_08.00;220;120
C_75.01;70;2160
F_18.00;191;380
C_08.01;180;80
F_15.00;100;50
D_05.00;90;C17_21
C_75.01;60;1550
C_34.05;70;50
C_13.01;660;470
F_23.01;40;80
J_03.00;30;640
C_74.00;110;510
C_81.00;70;320
C_13.01;160;660
C_75.01;60;2810
C_13.01;10;510
D_05.00;30;J63_91
C_120.02;100;x12_x50_x27
C_07.00;160;130
D_05.00;140;A2_2
C_40.00;130;360
D_05.00;40;C10_85
D_05.00;100;J61_9
J_05.00;60;490
F_32.02;70;250
C_80.00;110;90
C_114.00;150;x416_BJ
C_32.02;200;160
C_17.02;110;NULL
C_80.00;20;100
C_13.01;10;290
C_13.01;110;640
C_75.01;20;410
C_22.00;100;190
C_14.01;310;NULL
C_07.00;240;110
F_11.02;20;260
F_23.01;50;210
C_32.02;190;80
D_05.00;70;N82_3
F_11.03;10;80
F_35.00;200;30
C_118.00;180;x417_CI
D_05.00;100;C19_2
C_75.01;40;1240
F_15.00;90;121
C_22.00;100;150
F_18.00;192;540
C_18.00;50;220
D_07.00;30;430
C_75.01;100;2240
J_07.00;40;300
C_118.00;190;x418_FR
C_32.02;160;200
C_66.01;10;220
F_18.00;58;213
C_18.00;20;90
D_05.00;140;G46_41
D_05.00;60;Q87_9
D_05.00;40;C25_21
C_13.01;860;630
J_06.00;310;370
C_114.00;160;x415_CY
F_18.00;170;340
C_13.01;20;241
M_07.00;120;x15_x10
C_117.00;120;NULL
F_18.00;90;550
C_73.00;30;230
C_34.05;60;150
C_05.01;60;61
C_07.00;50;300
C_13.01;60;530
C_114.00;150;x416_VE
C_34.02;140;110
F_15.00;90;44
D_05.00;70;S94_11
C_13.01;870;230
F_10.00;40;40
C_75.01;100;1300
C_80.00;90;290
C_114.00;190;x416_MC
D_05.00;140;C31_09
C_118.00;206;x418_CA
C_114.00;202;x414_HU
C_35.01;20;40
F_35.00;180;30
J_03.00;20;570
F_23.03;150;180
C_32.02;150;60
C_13.01;10;360
F_18.00;160;420
C_74.00;130;20
C_07.00;10;110
J_06.00;30;620
D_05.00;100;C10
C_17.01;100;660
C_82.00;30;430
C_32.03;10;NULL
C_114.00;180;x415_MU
C_22.00;70;85
C_75.01;60;1860
D_05.00;80;S94_2
C_118.00;160;x417_CY
C_07.00;210;70
C_118.00;160;x415_CI
C_114.00;209;x414_PL
D_05.00;30;C10_82
C_114.00;170;x416_CY
D_05.00;110;H49_41
D_05.00;120;C31_02
D_05.00;50;G46_21
C_13.01;220;670
D_05.00;140;G46_77
C_05.01;60;442
D_05.00;60;G46_11
C_66.01;25;1090
C_34.03;20;250
C_13.01;110;620
F_18.00;55;350
D_05.00;70;L68
C_07.00;90;280
F_08.01;35;10
D_05.00;70;A1_13
J_02.00;150;440
C_114.00;180;x417_BH
F_46.00;85;180
C_74.00;150;337
C_106.01;120;x603
F_13.03.1;50;10
C_40.00;20;320
C_81.00;70;370
J_05.00;290;620
D_05.00;50;L68_32
F_46.00;100;70
C_118.00;204;x414_SE
D_05.00;30;R91_03
D_05.00;30;S94_99
C_10.01;30;100
C_32.02;70;70
C_66.01;25;560
C_22.00;60;390
F_23.01;50;140
C_118.00;208;x416_AM
J_06.00;60;330
F_09.01.1;120;80
C_66.01;25;1100
C_32.02;70;140
C_75.01;70;260
D_05.00;30;C33_15
F_18.00;952;920
C_75.01;40;1280
D_05.00;100;L68
D_05.00;60;C10_72
F_18.00;191;370
F_18.00;121;225
C_120.01;120;x666
C_118.00;160;x418_CA
C_13.01;20;250
C_114.00;180;x415_VN
C_13.01;150;240
D_05.00;50;G45_2
C_32.02;240;170
C_32.01;40;100
D_05.00;130;N77_33
C_13.01;290;510
F_18.00;196;390
D_05.00;40;C25_3
F_15.00;70;184
C_13.01;50;630
C_74.00;120;317
C_75.01;40;200
D_05.00;70;A1_62
C_80.00;20;540
F_04.10;50;40
C_73.00;30;780
F_11.04;40;40
C_32.03;80;NULL
C_74.00;130;460
C_34.02;150;130
C_114.00;160;x414_SK
D_05.00;130;G46_76
F_18.00;180;410
C_120.04;150;x102_x1286_x1284_x16_x822
J_04.00;90;630
C_32.02;120;80
C_75.01;20;770
C_80.00;120;740
C_13.01;890;620
C_73.00;50;1170
D_05.00;140;G45_31
F_18.00;952;223
D_07.00;90;420
C_73.00;30;300
C_118.00;150;x414_RO
C_118.00;170;x414_AT
C_81.00;70;40
C_13.01;230;660
C_16.00;80;70
D_05.00;40;N77_35
C_10.01;61;100
D_05.00;140;H53_2
J_02.00;150;250
F_35.00;90;40
D_07.00;40;410
C_115.00;148;NULL
C_84.00;40;50
C_73.00;30;205
C_75.01;20;2130
D_05.00;140;G46_47
D_05.00;70;G45_19
R_12.00;70;20
C_08.01;170;170
F_15.00;90;42
F_32.04;40;10
D_05.00;30;F42_22
D_05.00;130;G45_2
D_05.00;100;G46_46
C_13.01;170;230
F_11.04;50;90
F_11.04;50;160
F_18.00;106;490
D_05.00;20;G46_16
C_80.00;40;800
C_17.01;100;70
C_81.00;90;10
C_74.00;60;301
C_91.00;170;40
C_118.00;150;x416_GR
C_24.00;110;40
C_16.00;90;100
C_07.00;140;240
C_22.00;100;60
C_118.00;204;x414_BG
D_05.00;40;C18_13
F_35.00;120;20
F_32.01;90;120
C_114.00;180;x414_RO
C_05.02;50;30
D_05.00;50;H52_21
C_09.04;10;130
C_114.00;180;x416_GR
F_04.10;30;40
C_75.01;20;2300
F_18.00;122;420
C_74.00;80;110
D_05.00;70;A3_1
F_08.01;20;445
F_04.03.1;71;20
C_75.01;40;2060
F_11.01;40;80
D_05.00;80;C25_62
F_08.01;37;160
D_05.00;100;G47_81
D_05.00;20;G46_51
C_74.00;130;210
J_02.00;130;150
C_32.01;40;30
C_118.00;160;x415_AR
D_05.00;80;G46_11
D_05.00;30;H51_1
C_05.02;30;30
D_05.00;130;C27_11
C_118.00;180;x418_BE
D_05.00;90;G46_32
C_80.00;10;160
D_05.00;130;C33_11
C_05.01;60;441
J_03.00;130;500
J_06.00;20;600
F_18.00;140;216
C_13.01;870;670
C_40.00;20;380
C_75.01;60;1710
C_18.00;20;160
F_18.00;141;223
C_114.00;140;x415_TW
C_74.00;50;430
D_05.00;20;C10_85
D_05.00;110;C11_07
D_07.00;80;340
C_118.00;207;x417_AR
D_05.00;90;A2_2
J_06.00;50;610
C_13.01;340;620
C_75.01;70;1270
C_34.05;170;80
D_05.00;30;S96_04
C_34.05;70;140
C_105.01;30;NULL
F_23.02;30;250
C_66.01;110;730
D_09.02;320;60
F_18.00;951;214
C_114.00;160;x418_GR
C_114.00;160;x415_VN
C_22.00;100;440
D_05.00;30;F43_1
C_74.00;120;277
C_74.00;40;480
D_05.00;100;G46_31
D_05.00;60;A1_13
C_13.01;870;135
C_13.01;160;400
D_05.00;70;N77_21
C_114.00;205;x415_SA
C_114.00;190;x415_IR
C_13.01;40;290
D_05.00;20;A1_4
C_05.01;30;441
C_82.00;80;400
C_118.00;140;x414_x33
D_07.00;90;60
C_13.01;890;520
F_15.00;100;132
C_75.01;100;2010
C_114.00;170;x418_FR
C_80.00;30;180
D_05.00;140;C18_11
C_07.00;130;260
C_118.00;160;x415_DO
C_13.01;160;550
D_07.00;30;400
C_34.05;50;50
D_05.00;80;K64_19
C_75.01;80;750
C_13.01;40;470
C_75.01;90;2520
C_05.01;50;70
C_75.01;20;1370
C_80.00;100;210
D_05.00;20;S95_25
F_19.00;100;923
C_75.01;60;2080
J_02.00;80;610
C_75.01;100;140
F_12.00;100;510
C_07.00;80;230
C_34.02;90;120
C_118.00;170;x415_GH
C_34.01;70;60
C_118.00;206;x414_x33
F_25.02;110;120
C_118.00;207;x415_AR
F_46.00;50;110
C_120.02;100;x70_x49_x27
C_40.00;85;410
C_13.01;860;340
D_05.00;40;C25_12
D_05.00;100;C33_11
F_04.09;90;8
D_05.00;80;C23_7
C_75.01;40;770
D_05.00;70;Q86_1
M_01.00;20;310
C_80.00;110;1040
C_32.02;210;80
D_07.00;80;500
C_75.01;70;2390
C_75.01;100;940
D_05.00;90;F43_9
C_75.01;90;960
C_33.00;280;140
D_05.00;20;J58_11
C_117.00;130;NULL
C_34.02;90;110
C_73.00;30;740
C_66.01;10;240
C_40.00;85;390
C_07.00;240;70
F_04.03.1;15;40
D_07.00;110;440
C_35.01;10;20
C_114.00;160;x414_RO
J_05.00;310;300
C_13.01;170;470
C_07.00;100;130
C_07.00;140;320
C_32.02;210;140
C_84.00;30;40
M_02.00;10;410
C_75.01;100;2790
J_06.00;310;500
C_13.01;60;590
C_118.00;170;x415_CR
C_32.01;40;130
C_13.01;670;520
D_09.02;50;40
J_02.00;10;550
F_46.00;85;110
C_24.00;150;50
C_73.00;20;500
C_118.00;206;x417_AR
