table_id;x_axis_rc_code;y_axis_rc_code
C_29.00;180;NULL
F_20.04;40;10
C_34.05;80;190
J_03.00;130;40
R_01.00;80;31
C_74.00;140;271
C_75.01;40;2560
C_75.01;60;360
C_75.01;40;1040
J_02.00;10;210
C_07.00;210;80
D_07.00;130;430
C_22.00;70;400
C_18.00;30;13
D_05.00;70;J58_11
C_114.00;190;x416_CI
J_04.00;50;570
D_05.00;140;G47_59
F_20.04;31;50
C_66.01;10;190
D_05.00;110;Q88_9
D_05.00;100;G46_11
C_114.00;207;x416_MZ
C_40.00;85;320
C_82.00;90;10
J_02.00;40;610
C_34.05;150;210
C_22.00;100;240
J_03.00;130;420
C_34.02;140;50
C_74.00;50;510
C_66.01;10;440
J_05.00;50;490
F_12.01;90;350
D_05.00;80;H53_1
C_18.00;20;190
C_13.01;870;350
C_75.01;40;1550
R_01.00;10;5
D_05.00;20;K64_91
C_106.01;100;x622
D_05.00;50;C25_21
C_66.01;70;740
C_75.01;90;1350
F_18.00;70;360
C_114.00;208;x418_CN
D_05.00;80;N77_33
F_18.00;55;380
D_05.00;20;N81_21
C_114.00;180;x416_KY
C_32.02;270;70
C_74.00;110;305
C_13.01;10;410
C_13.01;20;253
C_13.01;910;670
D_05.00;80;C10_82
J_03.00;80;630
C_13.01;120;570
C_73.00;30;640
D_05.00;20;G46_32
C_75.01;70;2030
C_113.00;600;NULL
D_07.00;90;470
F_23.05;130;230
C_114.00;170;x416_CL
D_05.00;90;S94_12
C_114.00;190;x417_KZ
C_71.00;70;120
C_07.00;230;320
F_23.03;40;120
C_22.00;80;220
D_05.00;40;Q87_9
C_75.01;70;1740
D_05.00;30;J61_2
D_08.00;260;120
C_120.02;100;x12_x49_x25
C_114.00;160;x417_SN
C_118.00;190;x418_AE
C_114.00;180;x415_IR
F_08.01;37;170
D_05.00;30;A1_13
C_73.00;30;204
C_118.00;140;x414_SK
J_02.00;140;90
D_05.00;50;K64_2
D_05.00;70;H51_1
D_05.00;110;G46_45
C_118.00;208;x415_AM
C_17.01;90;460
C_05.01;40;442
C_24.00;80;70
C_13.01;30;374
C_114.00;209;x418_SG
C_13.01;100;590
J_05.00;50;500
C_74.00;80;291
D_05.00;130;C11_05
C_114.00;203;x417_MZ
C_13.01;860;580
C_75.01;60;1630
F_23.05;140;230
C_114.00;208;x414_RO
F_18.00;191;360
C_120.02;100;x14_x49_x25
D_05.00;110;G45_11
C_81.00;80;40
D_05.00;70;S95_21
C_75.01;90;1260
C_114.00;170;x415_MU
C_66.01;30;730
J_02.00;150;20
D_05.00;110;C23_62
C_114.00;160;x418_AM
F_08.01;37;140
C_16.00;20;20
J_08.00;40;150
C_14.01;361;NULL
C_11.00;40;100
C_114.00;205;x415_SD
D_05.00;100;N81_22
C_13.01;240;590
C_13.01;160;480
D_05.00;120;Q87_2
J_04.00;30;630
C_34.02;110;90
F_46.00;20;70
F_15.00;100;60
C_75.01;90;1130
C_08.01;130;40
D_05.00;80;G47_79
C_73.00;50;410
D_05.00;90;F43
C_33.00;280;20
C_114.00;150;x414_RO
F_04.09;100;7
D_05.00;130;C25_62
C_118.00;190;x415_AR
F_14.00;60;220
C_75.01;40;690
F_18.00;142;215
C_75.01;80;930
C_75.01;20;2750
C_13.01;330;580
C_13.01;150;250
C_118.00;180;x416_BH
F_19.00;100;227
C_21.00;70;120
C_13.01;60;470
F_05.01;50;110
D_05.00;110;C29_31
C_66.01;25;165
C_34.02;60;80
C_07.00;100;110
C_34.05;70;60
J_06.00;300;600
C_75.01;90;590
C_74.00;50;260
C_34.05;50;40
C_73.00;20;60
C_75.01;70;2380
D_05.00;100;C15_12
F_32.04;50;10
F_23.03;130;100
C_80.00;30;410
F_23.03;160;30
D_05.00;90;S94_99
J_09.00;20;110
C_74.00;90;530
J_02.00;10;330
D_05.00;70;S95_11
F_09.01.1;130;30
J_02.00;30;590
C_13.01;10;560
C_120.04;190;x99_x1285_x876_x16_x775
D_05.00;130;G46_17
C_13.01;160;570
C_75.01;100;2510
C_07.00;60;140
D_05.00;50;H49_1
D_05.00;90;Q87_9
J_07.00;310;600
R_01.00;90;20
C_75.01;90;1200
C_75.01;60;1650
C_75.01;60;1380
C_75.01;90;370
C_24.00;140;100
C_75.01;60;1210
J_02.00;130;560
C_75.01;70;690
C_05.02;30;110
C_75.01;60;1270
F_08.01;20;20
C_34.02;60;110
C_114.00;150;x418_CL
C_13.01;910;590
D_05.00;50;R92
C_35.02;50;50
D_05.00;110;H49_39
C_82.00;70;340
C_118.00;199;x414_CH
C_09.04;30;100
D_05.00;80;G46_18
C_114.00;205;x415_AR
C_118.00;180;x419_ES
C_115.00;150;NULL
C_118.00;208;x418_IN
D_05.00;30;G47_11
C_13.01;10;450
C_13.01;900;510
C_35.03;30;20
D_05.00;80;A1_28
C_13.01;890;590
C_118.00;199;x414_HU
D_05.00;80;G45_11
C_07.00;80;210
C_22.00;50;110
C_75.01;20;2430
J_03.00;150;230
C_34.03;20;10
C_07.00;180;70
C_106.01;100;x627
C_75.01;80;1840
C_09.04;20;10
C_118.00;170;x416_CR
F_18.00;55;360
C_118.00;150;x418_AE
F_14.00;60;124
F_23.01;30;170
C_73.00;30;914
J_06.00;30;610
J_05.00;50;580
C_113.00;200;NULL
D_05.00;140;L68_1
F_18.00;107;450
D_09.01;130;50
D_05.00;40;G46_62
C_24.00;130;90
C_114.00;160;x415_CL
C_71.00;40;120
C_32.02;180;80
C_80.00;120;840
C_74.00;120;240
C_114.00;150;x418_AM
C_118.00;205;x414_SK
C_114.00;180;x416_CY
C_80.00;100;470
D_05.00;60;H49_5
C_120.04;120;x101_x130_x876_x15_x775
C_75.01;100;730
C_17.01;90;440
C_73.00;20;640
C_80.00;110;220
D_05.00;70;J62_03
F_46.00;10;70
D_05.00;130;E36
D_09.02;40;40
F_08.01;37;340
C_73.00;50;10
J_04.00;110;640
D_09.01;150;140
C_114.00;190;x418_ES
F_18.00;192;400
C_74.00;100;50
J_08.00;30;120
C_22.00;80;280
C_22.00;60;20
F_15.00;90;128
M_02.00;30;470
J_05.00;290;500
C_114.00;204;x414_RO
D_05.00;110;C25_5
J_03.00;130;550
C_17.01;90;780
C_13.01;50;600
C_74.00;160;291
J_05.00;60;310
F_09.01.1;130;190
C_82.00;70;360
C_24.00;130;50
C_13.01;750;530
C_34.02;100;100
C_120.02;70;x52_x51_x26
F_18.00;122;500
D_05.00;30;R91_02
D_05.00;60;G46_34
D_08.00;250;120
C_17.01;100;830
F_18.00;102;430
C_75.01;100;1090
C_66.01;10;185
D_05.00;40;P85_51
C_13.01;320;600
D_05.00;100;G47_73
C_114.00;208;x418_ES
C_13.01;40;500
D_05.00;120;G45_11
C_13.01;930;610
C_22.00;60;420
C_75.01;80;2690
C_118.00;208;x418_NO
D_05.00;140;C11_01
F_18.00;952;213
R_01.00;40;30
J_06.00;310;590
D_05.00;60;G46_41
F_04.03.1;30;40
C_114.00;150;x417_GH
D_05.00;20;C28_99
C_82.00;70;210
C_13.01;920;630
J_02.00;50;590
F_09.01.1;130;220
C_75.01;60;780
F_08.01;37;250
C_120.06;30;NULL
C_13.01;290;253
C_34.05;140;80
C_22.00;60;250
C_114.00;208;x416_AM
C_74.00;110;10
C_13.01;30;410
C_75.01;40;1900
C_106.01;120;x483
F_09.02;10;30
C_120.01;120;x616
C_14.00;100;NULL
F_13.03.1;40;10
C_114.00;190;x418_GR
C_118.00;160;x418_JP
C_114.00;150;x414_BG
C_13.01;50;620
F_32.04;50;80
D_05.00;140;G46_73
C_75.01;80;560
D_05.00;90;A1_4
D_09.02;270;30
C_75.01;60;870
J_03.00;40;620
J_02.00;70;590
D_05.00;100;C33_12
D_05.00;40;M72_11
F_18.00;90;500
C_13.01;240;570
C_120.04;120;x2_x1285_x876_x15_x775
D_09.02;240;30
D_05.00;50;G46_69
J_02.00;140;260
C_13.01;60;520
C_80.00;110;310
C_73.00;20;916
C_114.00;150;x418_ES
C_75.01;100;2320
C_118.00;199;x414_BG
C_105.01;80;NULL
C_75.01;100;1710
C_22.00;60;360
C_80.00;100;750
D_05.00;90;J59_13
D_05.00;140;A1_28
C_08.01;40;60
C_73.00;20;206
F_25.01;70;20
D_05.00;140;G46_15
D_05.00;130;H52_29
D_05.00;120;G46_16
D_05.00;70;G47_91
C_24.00;140;50
C_114.00;190;x415_MY
F_23.02;130;370
D_05.00;90;O84_25
C_120.01;120;x621
C_13.01;20;280
D_07.00;40;400
D_05.00;110;C25_21
C_114.00;180;x416_NC
D_05.00;110;Q88_99
D_05.00;110;P85_2
C_75.01;60;2330
F_18.00;196;380
C_120.04;180;x10_x1286_x876_x15_x775
C_13.01;860;100
D_05.00;80;C26_51
D_05.00;110;D35_13
D_05.00;60;C33_11
C_07.00;50;120
D_05.00;100;J58_13
F_23.01;50;130
C_91.00;180;20
C_74.00;60;60
C_75.01;80;1880
D_05.00;50;F42_99
D_05.00;110;C21_1
C_118.00;206;x414_CH
C_34.02;60;130
D_05.00;40;G47_19
C_114.00;207;x414_RO
D_07.00;140;490
J_03.00;40;600
J_02.00;140;520
F_18.00;952;224
C_120.04;120;x99_x1285_x876_x15_x775
C_118.00;190;x416_SN
C_40.00;85;40
C_84.00;40;80
C_114.00;150;x416_UA
J_03.00;50;580
J_09.00;20;80
C_73.00;20;760
F_08.01;37;100
C_75.01;70;680
C_75.01;20;700
C_75.01;90;2760
F_32.01;50;20
J_02.00;130;70
C_13.01;340;450
C_75.01;40;2070
C_75.01;40;2450
J_06.00;40;290
C_73.00;30;660
F_23.03;170;80
C_09.04;20;70
C_118.00;209;x414_HU
C_22.00;80;450
C_07.00;130;320
C_09.04;30;70
C_66.01;120;730
D_05.00;50;S95_24
C_13.01;300;600
D_05.00;140;G46_19
F_11.04;40;90
D_05.00;50;F43_11
C_33.00;280;60
C_74.00;120;430
C_74.00;100;410
C_91.00;160;120
F_20.04;31;10
C_08.02;260;NULL
J_02.00;140;330
F_18.00;950;215
C_75.01;40;920
C_75.01;70;2120
C_107.02;30;NULL
C_114.00;170;x414_CH
C_118.00;170;x419_NO
F_23.03;130;60
D_05.00;120;G46_76
J_07.00;290;600
J_02.00;130;310
R_01.00;50;30
C_13.01;270;530
C_13.01;870;376
C_80.00;20;210
F_18.00;180;550
C_07.00;230;40
C_80.00;100;1010
C_74.00;120;10
D_05.00;30;G46_15
R_04.01;80;0350_0350
D_05.00;110;C10_51
C_18.00;10;150
F_18.00;141;231
D_08.00;240;140
C_75.01;60;550
C_13.01;70;620
C_80.00;40;570
C_16.00;71;100
C_114.00;180;x416_GG
F_15.00;100;128
C_80.00;10;170
C_118.00;160;x416_AM
D_05.00;110;F43_91
C_118.00;160;x416_ID
F_05.01;10;110
C_05.02;60;130
D_05.00;60;Q87_2
C_75.01;70;250
D_05.00;20;K64_3
D_05.00;30;K66_22
C_74.00;50;40
C_24.00;100;90
C_114.00;202;x415_MZ
C_118.00;180;x417_BH
C_34.01;100;10
D_05.00;140;C28_25
D_05.00;50;I56_21
D_05.00;100;C10_52
D_05.00;140;C21_1
D_05.00;30;G47_59
D_05.00;50;J59_12
J_06.00;270;500
C_34.03;20;330
F_08.01;40;230
D_05.00;90;G46_46
C_80.00;20;360
C_75.01;80;180
D_05.00;100;H49_2
D_05.00;60;H52_22
D_05.00;40;G46_13
C_80.00;30;460
C_23.00;20;100
C_80.00;90;450
D_05.00;60;G46_43
C_80.00;110;430
C_32.02;60;80
F_23.03;120;130
C_114.00;170;x417_BJ
F_19.00;100;225
D_05.00;90;C10_12
C_34.05;170;150
D_07.00;90;490
D_07.00;160;450
C_18.00;70;250
C_114.00;207;x418_GR
C_32.02;150;160
C_75.01;100;1200
C_114.00;170;x418_AR
C_22.00;90;25
D_09.01;120;180
D_09.01;70;40
C_13.01;150;460
C_74.00;110;307
J_05.00;60;410
D_05.00;130;C10_12
C_10.01;50;110
C_114.00;160;x415_SD
F_18.00;107;470
D_07.00;80;410
C_117.00;150;NULL
C_13.01;730;610
C_34.02;120;30
C_13.01;870;500
C_32.02;270;100
C_13.01;240;550
D_05.00;50;N77_35
D_05.00;50;C28_24
C_80.00;120;880
R_12.00;10;30
D_05.00;70;N81_22
J_05.00;40;500
C_07.00;120;130
C_118.00;190;x419_NO
F_18.00;192;550
D_05.00;70;C28_25
F_18.00;90;520
C_66.01;190;740
F_15.00;100;133
C_66.01;10;60
F_35.00;12;40
C_19.00;540;90
C_35.03;20;150
C_75.01;90;1800
D_05.00;100;S94_2
D_05.00;100;C17_21
F_12.01;110;350
C_22.00;80;100
M_03.00;10;530
C_23.00;70;30
C_114.00;180;x418_CA
D_05.00;130;F41_1
F_20.04;25;30
F_25.01;10;80
J_02.00;130;490
F_08.01;20;40
C_24.00;170;100
C_74.00;40;210
C_75.01;90;1520
C_29.00;350;NULL
C_13.01;110;460
C_13.01;30;255
C_118.00;209;x418_GR
C_74.00;50;130
C_22.00;90;390
C_118.00;209;x414_SK
F_18.00;951;923
J_04.00;10;610
D_05.00;80;C25_21
F_18.00;170;410
J_07.00;300;640
J_02.00;140;200
C_74.00;100;30
C_114.00;160;x414_CZ
C_34.01;100;50
C_18.00;20;170
C_75.01;40;1110
D_07.00;150;370
F_23.03;150;20
C_17.01;100;340
D_05.00;40;C28_25
C_75.01;80;2570
C_75.01;20;870
D_05.00;100;N81_1
C_13.01;170;650
C_80.00;110;120
J_06.00;290;610
D_05.00;110;A2_2
D_05.00;90;J58_11
D_05.00;140;G47_82
C_13.01;660;580
C_05.02;20;130
C_118.00;170;x416_SN
D_05.00;30;G46_48
D_05.00;110;G46_16
F_46.00;120;170
C_75.01;40;1150
C_23.00;10;120
F_04.07;21;50
F_18.00;106;390
D_05.00;70;N77_32
C_118.00;190;x416_KY
C_08.01;200;160
C_91.00;180;60
C_80.00;90;260
D_05.00;130;C23_51
C_114.00;160;x415_KZ
C_66.01;25;420
C_114.00;180;x417_GG
D_05.00;60;G45_11
F_23.03;160;40
C_74.00;80;323
D_05.00;30;C11_01
D_05.00;110;C33_2
C_80.00;40;610
C_75.01;90;2480
C_80.00;40;850
D_05.00;90;N77_21
J_05.00;290;490
C_114.00;203;x414_HR
F_18.00;102;470
F_08.01;40;110
C_118.00;150;x415_ID
J_02.00;60;630
J_02.00;10;190
C_13.01;170;530
C_114.00;180;x416_MC
C_05.01;50;60
C_24.00;130;70
C_114.00;160;x418_CH
C_75.01;20;1700
D_05.00;140;C10_85
C_32.02;80;180
C_13.01;840;450
M_02.00;30;410
C_118.00;205;x414_x33
C_114.00;170;x415_VN
C_80.00;100;620
C_22.00;70;250
J_05.00;300;620
D_05.00;70;C23_7
C_84.00;40;150
C_82.00;80;70
J_05.00;40;640
C_08.01;230;160
D_05.00;110;H49_1
C_13.01;40;260
C_120.04;190;x99_x1286_x1284_x16_x822
C_16.00;90;60
C_07.00;140;110
C_20.00;900;100
C_118.00;150;x415_DO
C_13.01;170;570
C_84.00;40;130
D_05.00;50;P85_32
J_05.00;310;390
C_66.01;25;110
C_120.04;150;x2_x1285_x1284_x16_x822
C_118.00;205;x418_NZ
C_118.00;190;x415_ID
C_66.01;10;300
D_05.00;30;C10_52
F_32.01;105;10
C_91.00;120;90
D_05.00;50;S95_22
C_73.00;30;950
C_75.01;20;1940
C_07.00;90;210
C_13.01;900;590
J_02.00;20;590
D_05.00;120;G47_43
C_80.00;100;240
C_13.01;120;480
C_20.00;450;100
C_13.01;890;570
C_13.01;310;520
C_75.01;60;480
C_103.00;270;NULL
C_40.00;20;370
C_08.01;240;180
J_04.00;80;580
C_16.00;70;100
C_74.00;160;271
D_05.00;30;G47_22
C_73.00;30;180
C_118.00;190;x417_VN
C_75.01;100;1180
C_114.00;207;x415_CO
C_17.01;100;810
D_07.00;40;60
C_13.01;690;480
C_24.00;160;30
D_09.01;150;160
D_05.00;110;F43_3
C_80.00;110;470
C_75.01;20;1720
C_75.01;90;750
C_75.01;100;1730
C_120.02;90;x52_x51_x27
C_13.01;130;510
C_22.00;70;440
D_05.00;100;F41_1
C_75.01;80;330
C_75.01;20;110
F_18.00;30;380
M_01.00;20;290
J_06.00;270;640
F_15.00;70;185
F_18.00;56;933
C_10.01;30;110
C_74.00;130;341
C_75.01;90;2630
C_40.00;85;20
C_80.00;30;300
C_114.00;208;x418_NL
C_17.02;60;NULL
C_74.00;130;345
C_24.00;160;50
C_74.00;60;337
F_32.04;40;80
C_71.00;10;10
J_03.00;10;580
F_04.07;21;120
C_13.01;40;540
C_22.00;70;340
F_11.04;30;200
C_13.01;260;630
C_114.00;150;x416_GR
F_18.00;191;460
D_01.00;90;540
C_16.00;50;10
F_18.00;57;933
C_120.04;130;x10_x1286_x876_x16_x775
C_34.02;70;130
C_80.00;90;390
C_21.00;10;120
C_13.01;80;510
J_06.00;280;590
P_01.03;50;40
C_17.01;90;940
C_75.01;20;170
C_114.00;160;x415_SA
C_118.00;150;x415_BJ
C_75.01;80;350
C_05.01;10;64
C_91.00;130;120
C_34.03;10;310
C_32.02;160;140
C_07.00;70;100
C_14.00;225;NULL
J_03.00;140;270
C_32.02;230;140
F_46.00;100;150
C_75.01;70;2790
D_05.00;110;C13_3
F_09.02;20;120
J_02.00;100;620
C_74.00;110;303
D_09.02;180;40
C_114.00;180;x417_NC
D_05.00;120;K66_29
F_18.00;910;213
D_05.00;110;G46_41
C_34.02;80;100
C_13.01;70;470
C_114.00;203;x415_MY
C_118.00;209;x414_SE
C_40.00;85;340
D_05.00;60;C13_3
C_22.00;90;200
F_18.00;55;480
C_114.00;206;x418_BE
C_118.00;204;x418_NO
C_07.00;211;15
C_114.00;170;x415_VE
C_14.01;20;NULL
D_05.00;110;C22_23
F_18.00;106;500
C_24.00;80;50
C_32.01;30;110
C_75.01;100;2650
C_118.00;150;x418_CA
C_13.01;910;460
D_05.00;70;R93_21
C_118.00;180;x416_EG
F_09.02;20;140
C_74.00;90;540
F_46.00;50;120
C_22.00;40;110
C_18.00;70;11
C_08.02;170;NULL
C_118.00;180;x415_MC
D_05.00;120;A3_1
F_18.00;160;350
D_05.00;30;G46_17
C_80.00;90;410
C_114.00;150;x414_SK
D_05.00;30;C25_5
C_17.01;90;230
C_80.00;120;330
D_05.00;120;F43_9
C_118.00;207;x419_DE
C_66.01;50;740
D_05.00;60;F43_3
J_03.00;50;600
C_13.01;660;560
D_05.00;20;R90_03
J_03.00;120;610
C_13.01;30;310
C_13.01;260;550
D_05.00;50;S94_91
D_09.02;80;10
C_66.01;25;20
F_18.00;80;390
C_13.01;300;560
C_18.00;70;290
C_75.01;90;100
F_18.00;90;490
F_18.00;191;340
C_80.00;100;430
C_114.00;170;x418_AM
C_07.00;240;80
C_115.00;105;NULL
R_04.00;20;0030_0030
C_120.04;130;x6_x1285_x876_x16_x775
C_13.01;170;374
C_74.00;110;281
C_106.01;120;x617
D_05.00;50;S95_12
C_14.00;171;NULL
C_74.00;40;150
D_05.00;60;C33_2
F_32.02;50;245
C_74.00;120;341
C_74.00;50;250
C_35.03;30;110
F_18.00;196;400
D_05.00;20;K66_21
C_75.01;100;930
C_74.00;60;130
J_03.00;130;230
C_114.00;208;x414_SK
C_114.00;209;x415_AM
C_13.01;900;480
C_13.01;270;550
D_05.00;70;R93_12
C_118.00;160;x418_NZ
D_05.00;20;N77_33
C_80.00;90;800
J_05.00;310;160
C_73.00;30;580
F_18.00;90;450
C_18.00;10;110
C_114.00;130;x415_IL
D_05.00;100;R93_21
C_84.00;40;40
D_05.00;120;C29_31
R_01.00;60;5
C_114.00;205;x415_MZ
C_16.00;50;70
D_05.00;60;E37
C_118.00;203;x419_DE
C_18.00;70;360
C_35.02;20;30
F_12.01;125;540
C_75.01;80;310
C_80.00;40;1020
D_05.00;30;N77_34
C_33.00;280;110
C_114.00;190;x416_BH
C_114.00;150;x416_ID
C_73.00;30;470
C_32.02;20;210
C_24.00;100;100
F_35.00;40;20
J_02.00;40;590
C_74.00;120;30
D_03.01;50;B7_x90
C_81.00;80;360
C_118.00;170;x416_MU
D_05.00;90;C10_83
C_13.01;20;251
C_13.01;40;220
F_18.00;192;460
F_16.07;20;130
C_91.00;140;100
D_05.00;100;O84_25
C_120.04;120;x99_x1286_x1284_x16_x822
D_05.00;20;H53_2
C_114.00;180;x415_AR
C_106.01;100;x491
C_106.01;100;x485
F_05.01;60;130
F_46.00;40;200
F_18.00;122;410
D_05.00;120;G46_47
J_07.00;40;30
C_75.01;100;1540
F_18.00;80;410
C_106.00;20;NULL
C_13.01;300;450
F_18.00;57;225
D_05.00;130;G46_13
D_05.00;50;G46_12
F_23.03;170;130
C_32.02;220;140
C_08.01;130;30
C_114.00;170;x417_ID
C_75.01;60;2120
F_18.00;143;923
F_15.00;100;124
C_13.01;50;450
C_118.00;180;x414_CH
D_05.00;30;C10_12
D_07.00;50;380
C_75.01;90;1560
D_05.00;80;J59_12
C_13.01;320;580
C_66.01;10;261
D_05.00;40;S95_25
D_05.00;110;L68_1
J_02.00;140;370
C_73.00;30;540
J_05.00;20;500
R_01.00;90;40
C_13.01;860;640
C_13.01;30;350
C_74.00;150;540
D_05.00;130;G46_6
C_22.00;100;25
D_05.00;70;C24_44
F_18.00;121;215
J_06.00;40;590
C_22.00;90;450
C_34.01;40;60
F_18.00;30;420
D_05.00;120;H52_24
D_05.00;30;J58_13
C_114.00;190;x415_TW
D_05.00;50;H52_24
D_05.00;50;F43_1
C_13.01;40;410
C_07.00;110;270
F_15.00;100;45
F_23.03;40;160
D_05.00;130;F43_12
C_81.00;70;70
C_34.05;130;60
C_34.05;50;30
D_05.00;40;A1_49
D_05.00;20;H52_24
D_05.00;110;Q88_91
C_75.01;70;320
C_118.00;208;x419_NO
C_07.00;140;300
D_05.00;100;G47_91
C_13.01;310;450
C_118.00;160;x414_HU
C_118.00;190;x415_GR
C_34.05;70;120
D_05.00;130;A3_1
C_22.00;60;170
C_75.01;70;2500
D_05.00;130;G46_19
J_07.00;60;330
C_80.00;30;550
D_08.00;250;100
C_114.00;150;x416_TN
C_13.01;150;134
C_118.00;190;x417_KY
D_05.00;70;G46_46
F_46.00;120;80
D_05.00;40;G47_91
C_114.00;203;x414_SI
C_114.00;160;x415_TN
D_05.00;80;J58_14
C_81.00;20;100
J_06.00;50;630
R_06.01;60;10
D_07.00;50;460
C_32.02;260;160
D_05.00;130;C11_01
F_23.05;110;230
D_05.00;100;C29_1
D_05.00;140;H49_32
D_05.00;50;G45_19
C_22.00;100;370
F_18.00;58;225
D_05.00;40;G47_77
F_18.00;101;520
D_05.00;80;C17_22
C_24.00;130;100
C_08.02;40;NULL
D_05.00;30;C17_21
C_114.00;150;x414_HU
C_13.01;100;460
F_23.02;40;210
C_66.01;10;75
D_05.00;30;G46_11
C_73.00;30;916
C_75.01;100;2420
C_40.00;75;390
C_118.00;190;x418_IN
D_07.00;70;460
R_04.01;80;0010_0010
C_106.01;100;x608
D_05.00;50;Q88_1
C_34.05;80;60
F_23.02;150;350
C_07.00;120;170
C_75.01;70;2200
C_66.01;30;740
C_13.01;20;200
C_17.01;100;570
C_07.00;170;130
C_13.01;730;480
C_114.00;190;x417_AM
D_09.01;30;170
J_06.00;60;300
D_05.00;80;C10_11
D_09.01;100;50
D_09.02;230;10
D_07.00;130;470
C_07.00;190;90
D_05.00;90;J58_19
C_05.01;40;112
C_13.01;170;300
F_32.04;50;150
J_05.00;30;490
C_118.00;180;x414_RO
D_09.01;140;140
C_24.00;120;70
C_07.00;230;290
C_75.01;80;880
C_75.01;40;2470
C_66.01;25;760
D_05.00;90;N81_1
C_81.00;90;270
C_105.01;150;NULL
F_09.01.1;130;130
C_73.00;20;370
C_74.00;50;337
D_05.00;100;N78_3
C_18.00;20;11
C_08.01;30;60
C_114.00;170;x418_JP
C_120.04;130;x2_x1285_x876_x16_x775
C_109.03;20;NULL
D_05.00;110;R90_01
D_09.01;110;50
D_05.00;130;H52_21
C_73.00;20;540
J_04.00;60;630
F_18.00;180;480
C_114.00;160;x418_RU
C_74.00;130;297
F_11.02;20;30
C_34.03;20;90
D_05.00;110;G46_12
C_75.01;70;2820
C_22.00;60;80
D_05.00;100;C26_6
D_05.00;130;C20_3
D_05.00;40;G47_3
C_75.01;100;1220
F_11.02;20;240
C_106.01;120;x526
C_08.01;70;60
D_05.00;20;E38_32
P_01.03;40;35
D_05.00;50;R91_01
C_07.00;120;150
D_05.00;80;G47_72
C_23.00;10;140
C_13.01;160;250
C_118.00;209;x417_AR
C_114.00;150;x416_CL
C_75.01;70;400
J_05.00;40;600
J_07.00;20;600
C_13.01;160;371
C_13.01;650;660
C_05.01;60;64
C_74.00;130;180
C_05.01;30;442
F_12.00;20;10
C_106.01;100;x489
C_75.01;60;1230
D_05.00;30;Q88_1
D_05.00;80;M72_2
C_75.01;90;1090
C_114.00;208;x417_MZ
D_05.00;110;G46_9
C_13.01;840;670
D_05.00;140;L68_32
D_05.00;30;N82_91
C_120.04;190;x100_x130_x876_x15_x775
C_118.00;205;x417_AR
C_80.00;40;590
D_05.00;70;S96_02
C_73.00;30;1350
D_05.00;60;G46_76
D_05.00;80;G46_32
C_25.00;110;40
C_34.05;160;80
C_118.00;160;x414_BG
C_91.00;100;120
C_07.00;120;230
F_19.00;130;227
C_114.00;209;x418_CA
C_80.00;90;750
C_13.01;160;420
C_34.05;130;170
J_02.00;130;370
C_114.00;150;x417_AM
D_05.00;50;C10_71
C_75.01;60;2310
C_75.01;80;200
C_74.00;50;190
C_34.05;170;190
F_18.00;141;224
D_05.00;80;A1_4
D_05.00;30;C20_41
C_07.00;140;130
F_18.00;30;400
J_02.00;20;610
C_75.01;90;1030
C_74.00;40;460
D_05.00;40;G46_6
C_120.02;100;x70_x48_x27
F_09.02;10;10
C_73.00;30;912
C_103.00;40;NULL
C_73.00;60;1430
C_66.01;10;340
F_23.03;140;60
C_13.01;670;580
D_09.01;70;170
C_91.00;150;120
D_05.00;40;H49_41
F_05.01;30;110
D_05.00;120;C33_2
C_71.00;60;120
C_74.00;140;291
F_18.00;910;520
C_75.01;80;2420
D_05.00;140;H52_21
D_05.00;80;N77_39
C_33.00;280;75
M_01.00;20;270
J_07.00;270;570
D_05.00;60;G47_52
C_32.02;150;50
C_75.01;80;800
C_17.01;100;850
C_09.04;30;30
C_08.02;110;NULL
D_05.00;40;C19_2
J_06.00;290;300
C_13.01;910;610
C_82.00;30;40
C_75.01;80;1070
D_05.00;20;G46_47
J_06.00;300;590
D_05.00;30;O84_25
D_05.00;80;G46_7
F_04.03.1;50;30
J_05.00;290;30
D_05.00;50;F43_9
C_75.01;100;820
F_23.02;30;230
R_04.00;10;0010_0010
J_02.00;130;30
F_18.00;107;430
D_05.00;30;H52_21
J_05.00;60;600
C_75.01;100;2080
C_13.01;340;520
C_114.00;208;x418_NZ
D_09.02;170;30
C_13.01;230;650
C_34.03;20;50
D_05.00;60;G46_47
C_84.00;20;190
C_22.00;70;80
J_05.00;40;160
D_03.01;50;C33_14_x87
D_05.00;50;P85_2
C_75.01;40;300
C_84.00;30;20
D_05.00;120;C10_11
C_114.00;180;x417_MC
C_80.00;20;130
D_09.02;250;10
C_13.01;40;350
D_05.00;140;G46_42
C_82.00;80;280
D_05.00;90;A3_1
R_12.00;70;10
J_07.00;290;470
F_04.03.1;80;10
J_03.00;60;640
C_75.01;100;1280
C_118.00;160;x419_ES
C_18.00;50;190
F_15.00;90;186
C_08.01;240;160
D_05.00;50;G46_14
C_10.02;10;NULL
D_05.00;120;G46_49
C_73.00;30;710
C_80.00;110;540
J_07.00;20;620
D_05.00;140;C10_89
F_25.01;110;100
D_05.00;30;N81_22
C_05.02;20;40
C_13.01;920;570
F_32.02;35;245
C_16.00;80;110
C_05.01;50;20
C_13.01;30;240
F_09.01.1;130;40
D_03.01;70;B5_20_x90
D_05.00;120;C13_3
C_74.00;90;305
